"number","agecat","governorate","gender","q20","q24","q37","geoid"
"1427","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1428","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1621"
"1429","35-44","الشمال","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1621"
"1430","35-44","الشمال","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1621"
"1431","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1432","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1433","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1434","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1621"
"1435","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1436","Under 25","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1437","55-64","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1438","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1439","35-44","الشمال","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1621"
"1440","35-44","الشمال","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1621"
"1441","25-34","الشمال","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1621"
"1442","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1443","45-54","الشمال","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1444","25-34","الشمال","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1445","35-44","الشمال","Male","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1621"
"1446","35-44","الشمال","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1447","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1448","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1449","45-54","الشمال","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1450","45-54","الشمال","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1621"
"1451","35-44","الشمال","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1452","45-54","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","لا جواب","1621"
"1453","45-54","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1454","25-34","الشمال","Female","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1455","55-64","الشمال","Female","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1456","35-44","الشمال","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر صغرى","1621"
"1457","45-54","الشمال","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر صغرى","1621"
"1458","35-44","الشمال","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1621"
"1459","Under 25","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع انتخاب كل شخص لنواب طائفته","1621"
"1460","25-34","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1621"
"1461","35-44","الشمال","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1462","25-34","الشمال","Male","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1621"
"1463","25-34","الشمال","Male","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1464","55-64","الشمال","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا جواب","1621"
"1465","35-44","الشمال","Male","إلى حدٍ ما","لا تهمّني السياسة","لا اعرف","1621"
"1466","45-54","الشمال","Male","إلى حدٍ ما","لا تهمّني السياسة","لا جواب","1621"
"1467","45-54","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","لا جواب","1621"
"1468","45-54","الشمال","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1469","35-44","الشمال","Male","إلى حدٍ ما","لا تهمّني السياسة","NA","1621"
"1470","55-64","الشمال","Male","إلى حدٍ ما","لا تهمّني السياسة","NA","1621"
"1471","35-44","الشمال","Male","غير راضٍ(ية","NA","النسبية مع دوائر كبرى ","1621"
"1472","25-34","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1473","45-54","الشمال","Male","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع انتخاب كل شخص لنواب طائفته","1621"
"1474","65 and above","الشمال","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","لا جواب","1621"
"1475","25-34","الشمال","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1621"
"1476","45-54","الشمال","Female","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1477","35-44","الشمال","Female","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1621"
"1478","25-34","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","لا اعرف","1621"
"1479","Under 25","الشمال","Male","إلى حدٍ ما","ناشط(ة) في المجتمع المدني واهتم بالسياسة لكن لا أميل الى أي ","النسبية مع لبنان دائرة واحدة","1621"
"1480","35-44","الشمال","Female","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","لا اعرف","1621"
"1481","45-54","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","NA","1621"
"1482","Under 25","الشمال","Female","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","NA","1621"
"1483","45-54","الشمال","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1484","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1485","25-34","الشمال","Male","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1486","45-54","الشمال","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1487","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1488","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1489","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1490","55-64","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1491","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1492","Under 25","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1493","35-44","الشمال","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","غيره، حدد ","1621"
"1494","Under 25","الشمال","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1495","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1496","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1497","55-64","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1498","25-34","الشمال","Male","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1499","55-64","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1500","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1501","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1502","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1503","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1504","55-64","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1505","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1506","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1507","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1508","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1509","25-34","الشمال","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1510","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1621"
"1511","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1512","35-44","الشمال","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1513","Under 25","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1514","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1515","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1516","65 and above","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1517","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1518","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1519","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1520","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1521","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1522","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1523","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1524","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1525","25-34","الشمال","Male","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","لا اعرف","1621"
"1526","Under 25","الشمال","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1527","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1528","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1621"
"1529","55-64","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1530","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1531","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1532","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1533","55-64","الشمال","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1534","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1535","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1536","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1621"
"1537","55-64","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1538","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1539","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1540","55-64","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1621"
"1541","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1542","65 and above","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1543","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1544","Under 25","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1545","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1546","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1547","65 and above","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1548","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1549","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1550","35-44","الشمال","Male","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1551","35-44","الشمال","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1552","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1553","65 and above","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1554","35-44","الشمال","Male","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1555","45-54","الشمال","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1621"
"1556","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1557","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1558","55-64","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1559","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1560","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1561","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1562","35-44","الشمال","Male","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1621"
"1563","45-54","الشمال","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1621"
"1564","55-64","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1565","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1566","25-34","الشمال","Female","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1567","45-54","الشمال","Male","إلى حدٍ ما","لا تهمّني السياسة","لا جواب","1621"
"1568","55-64","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","لا اعرف","1621"
"1569","35-44","الشمال","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر كبرى ","1621"
"1570","45-54","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1571","45-54","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1572","Under 25","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","لا جواب","1621"
"1573","25-34","الشمال","Female","غير راضٍ(ية","لا تهمّني السياسة","لا جواب","1621"
"1574","Under 25","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1575","35-44","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1576","25-34","الشمال","Female","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر كبرى ","1621"
"1577","25-34","الشمال","Female","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1578","25-34","الشمال","Female","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1579","35-44","الشمال","Male","غير راضٍ(ية","NA","لا اعرف","1621"
"1580","Under 25","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","NA","1621"
"1581","25-34","الشمال","Male","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1621"
"1582","25-34","الشمال","Male","إلى حدٍ ما","NA","لا اعرف","1621"
"1583","25-34","الشمال","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","NA","1621"
"1584","25-34","الشمال","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","NA","1621"
"1585","55-64","الشمال","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر صغرى","1621"
"1586","35-44","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1587","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1588","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1589","35-44","الشمال","Female","إلى حدٍ ما","لا تهمّني السياسة","لا جواب","1621"
"1590","45-54","الشمال","Male","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع دوائر صغرى","1621"
"1591","65 and above","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","لا اعرف","1621"
"1592","35-44","الشمال","Female","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1593","25-34","الشمال","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1594","35-44","الشمال","Female","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1595","NA","الشمال","Female","غير راضٍ(ية","لا تهمّني السياسة","لا اعرف","1621"
"1596","65 and above","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","NA","1621"
"1597","25-34","الشمال","Female","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1621"
"1598","35-44","الشمال","Male","إلى حدٍ ما","لا تهمّني السياسة","لا اعرف","1621"
"1599","35-44","الشمال","Female","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1600","35-44","الشمال","Female","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع انتخاب كل شخص لنواب طائفته","1621"
"1601","35-44","الشمال","Female","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1602","35-44","الشمال","Female","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1621"
"1603","45-54","الشمال","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1604","NA","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1621"
"1605","65 and above","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1621"
"1606","35-44","الشمال","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1607","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1621"
"1608","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1609","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1610","55-64","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1611","25-34","الشمال","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1621"
"1612","55-64","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1613","65 and above","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1614","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1615","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1616","Under 25","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1617","Under 25","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1618","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1619","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1620","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
